category,page_url,page_title,content_id,guidance_proposition_id,guidance_proposition_text,section_locator,source_paragraphs,comparison_id,relationship,confidence,cosine_score,bert_score_f1,explanation,assessment_status,coverage_result,candidate_count,reportable_comparison_count,ungrounded_candidate_count,law_proposition_id,law_proposition_text,law_source_record_id,law_name,law_url,law_provision_url,law_short_name,law_label,law_fragment_locator
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-64,A land manager must keep records of each step in their fertilisation plan for each field in which nitrogen fertiliser is used.,section:keeping-records,You must keep records of each step in your fertilisation plan for each field in which you use nitrogen fertiliser.,m-e61fcd97,GUIDANCE_BROADER,medium,0.7278,,"This clause requires the fertilisation plan to state the nature of fertilizer per field, which is one element of a fertilisation plan. The guidance's claim that records of 'each step' in the fertilisation plan must be kept goes beyond what this specific clause requires, making the guidance broader than this floor.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,3,12,bcand:af60dbbae689bec5,The fertilisation plan for the holding must— clearly state in relation to any field referred to in the plan the nature of the fertilizer to be used. (2) The fertilisation plan must record—,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/4,,,schedule:3:paragraph:4:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-64,A land manager must keep records of each step in their fertilisation plan for each field in which nitrogen fertiliser is used.,section:keeping-records,You must keep records of each step in your fertilisation plan for each field in which you use nitrogen fertiliser.,m-61abf573,GUIDANCE_BROADER,medium,0.7217,,This clause requires the fertilisation plan to include a sketch plan and state the nature of fertilizer per field; the guidance's 'each step' framing is broader than these specific requirements.,COMPLETE,HAS_REPORTABLE_COMPARISON,15,3,12,bcand:dbb884c5fab18850,"The fertilisation plan for the holding must include a sketch plan indicating the location of the fields to which the plan relates, and must clearly state in relation to any field referred to in the plan the nature of the fertilizer to be used.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/4,,,schedule:3:paragraph:4:subparagraph:1:items:a-b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-64,A land manager must keep records of each step in their fertilisation plan for each field in which nitrogen fertiliser is used.,section:keeping-records,You must keep records of each step in your fertilisation plan for each field in which you use nitrogen fertiliser.,m-818fd1a4,GUIDANCE_BROADER,medium,0.7217,,Identical in substance to bcand:dbb884c5fab18850 — same analysis applies; the guidance's scope exceeds these specific plan contents.,COMPLETE,HAS_REPORTABLE_COMPARISON,15,3,12,bcand:edf175d3f31a8349,"The fertilisation plan for the holding must include a sketch plan indicating the location of the fields to which the plan relates, and must clearly state in relation to any field referred to in the plan the nature of the fertilizer to be used.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/4,,,schedule:3:paragraph:4:subparagraph:1:items:a-b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-65,A land manager must keep a copy of any advice from a FACTS-qualified adviser with their fertilisation plan.,section:keeping-records,You must also keep a copy of any advice from a FACTS-qualified adviser with your plan.,m-8cad8c90,GUIDANCE_BROADER,medium,0.7334,,"The regulation requires keeping a copy of FACTS adviser advice whenever relied upon 'for any purpose under these Regulations', with no restriction to the fertilisation plan. The guidance narrows the trigger ('with their fertilisation plan') which is actually a stricter/more specific framing than the broader statutory obligation — the guidance imposes a specific locational requirement (kept with the fertilisation plan) that the law does not, making it broader in that respect, while also potential",COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:82dfbc6085f95ed4,"Where the occupier of a holding has relied on advice from a FACTS adviser for any purpose under these Regulations, the occupier must keep a copy of that advice.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/33,,,regulation:33
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-66,"A land manager must update their field records within 1 week of sowing, spreading fertiliser or harvesting a crop.",section:keeping-records,"You must update your field records within 1 week of sowing, spreading fertiliser or harvesting a crop.",m-f6d0c15c,GUIDANCE_BROADER,high,0.7681,,"The law requires a one-week record for sowing (where nitrogen fertiliser is spread or intended), but the guidance extends the same one-week deadline to spreading fertiliser and harvesting a crop, which are not covered by this provision. The guidance therefore goes beyond what this clause requires.",COMPLETE,HAS_REPORTABLE_COMPARISON,3,2,1,bcand:b546b09215d6b240,"The occupier of a holding must, within one week of sowing a crop on which the occupier spreads or intends to spread nitrogen fertiliser, record the crop sown and the date of sowing.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/30/1,,,regulation:30:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-66,"A land manager must update their field records within 1 week of sowing, spreading fertiliser or harvesting a crop.",section:keeping-records,"You must update your field records within 1 week of sowing, spreading fertiliser or harvesting a crop.",m-a3a83e97,GUIDANCE_BROADER,high,0.7634,,"Like the regulation counterpart, this schedule paragraph covers only sowing of a crop where nitrogen fertiliser is spread or intended; the guidance also includes spreading fertiliser and harvesting, making it broader than this provision.",COMPLETE,HAS_REPORTABLE_COMPARISON,3,2,1,bcand:e864d8ab23089326,"The occupier must, within one week of sowing a crop on which the occupier spreads or intends to spread nitrogen fertiliser, record the crop sown and the date of sowing.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/16,,,schedule:3:paragraph:16
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-67,A land manager must keep evidence of the soil nitrogen supply and how it was calculated.,,"You must keep evidence of:
the soil nitrogen supply and how you calculated it
the crop nitrogen requirement and how you calculated it
any written advice from a FACTS-qualified adviser",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,4,0,4,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-68,A land manager must keep evidence of the crop nitrogen requirement and how it was calculated.,,"You must keep evidence of:
the soil nitrogen supply and how you calculated it
the crop nitrogen requirement and how you calculated it
any written advice from a FACTS-qualified adviser",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,7,0,7,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-69,A land manager must keep evidence of any written advice from a FACTS-qualified adviser.,,"You must keep evidence of:
the soil nitrogen supply and how you calculated it
the crop nitrogen requirement and how you calculated it
any written advice from a FACTS-qualified adviser",m-17ab1fc0,GROUNDED,high,0.7414,,The regulation requires the occupier to keep a copy of advice from a FACTS adviser when relied upon under the Regulations; the guidance accurately restates this obligation using 'land manager' (synonymous with occupier in this context) and 'written advice' (reflecting the nature of FACTS adviser advice). The guidance accurately reflects the legal requirement without adding or omitting any material element.,COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:82dfbc6085f95ed4,"Where the occupier of a holding has relied on advice from a FACTS adviser for any purpose under these Regulations, the occupier must keep a copy of that advice.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/33,,,regulation:33
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-7,"On autumn and winter-sown wheat and winter barley, a land manager may use an additional 20kg of nitrogen per hectare on fields with a shallow soil type, except on shallow soils over sandstone.",section:how-much-nitrogen-you-can-apply-to-your-crops,On autumn and winter-sown wheat and winter barley you can use an additional 20kg of nitrogen per hectare on fields with a shallow soil type (except on shallow soils over sandstone).,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,15,0,15,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-70,A land manager must keep original laboratory reports of any sampling and analysis done to find out the nitrogen content in organic manure used.,section:keeping-records,You must keep original laboratory reports of any sampling and analysis you have done to find out the nitrogen content in organic manure that you use.,m-b75f0d99,GROUNDED,high,0.8167,,The guidance accurately reflects regulation 29: both require that a person who uses sampling and analysis to determine nitrogen content in organic manure must keep the original laboratory report. The substitution of 'land manager' for 'person' does not materially narrow or broaden the obligation within this regulatory context.,COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:8eb558cc8c20ab24,A person who uses sampling and analysis to determine the nitrogen content in organic manure must keep the original report from the laboratory.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/29,,,regulation:29
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-71,A land manager must record the yield of any arable crop on which nitrogen fertiliser has been used within one week of finding it out.,section:keeping-records,"You must record the yield of any arable crop on which nitrogen fertiliser has been used, within one week of finding it out.",m-98ba47ac,GROUNDED,high,0.8201,,"The guidance accurately restates the obligation in this provision: recording crop yield within one week of ascertaining it, where nitrogen fertiliser has been used on that crop. The substitution of 'land manager' for 'occupier of a holding' and 'finding it out' for 'ascertaining it' are equivalent in meaning.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:074384636e10a2a0,The occupier of a holding who has used nitrogen fertiliser must record the yield achieved by an arable crop within one week of ascertaining it.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/32/1,,,regulation:32:paragraph:1
